id,State,dummy,158,165,172,179
0,Washington,0,4.6,4.5,4.7,5.5
1,Illinois,0,11.4,14.8,19.3,35.5
2,California,0,28.2,23.6,19.8,16.6
3,Arizona,0,27.6,22.4,18.1,14.7
4,Massachusetts,0,43.6,45.4,49.6,55.1
5,Wisconsin,0,16.6,12.8,9.8,7.5
6,Texas,0,100.8,102.2,106.1,111.5
7,Nebraska,0,20.8,18.4,16.7,15.8
8,Utah,0,5.3,6.5,7.7,9.2
9,Oregon,0,3.7,3.7,3.4,3.2
10,Florida,0,51,43.3,36.7,31.1
11,New York,0,12.7,9.9,7.7,6
12,Rhode Island,0,1.3,1.2,1.1,1.1
13,Georgia,0,32.5,31,28.6,26.4
14,New Hampshire,0,1.6,1.4,0.9,1
15,North Carolina,0,21.9,15.7,11.3,8.1
16,New Jersey,0,16.5,13.7,11.3,9.3
17,Colorado,0,7.8,6,4.5,3.4
18,Maryland,0,6.6,5.2,4.2,3.4
19,Nevada,0,11.6,12.9,15.1,19.5
20,Tennessee,0,23.5,19.2,15.6,12.7
21,Hawaii,0,0,0,0,0
22,Indiana,0,26.6,21.8,17.8,14.5
23,Kentucky,0,40.9,57.9,79.8,111.7
24,Minnesota,0,19.6,14.9,11.4,8.7
25,Oklahoma,0,43.2,47,49.8,56.9
26,Pennsylvania,0,27.7,21.9,17.2,13.6
27,South Carolina,0,11.1,9.1,7.5,6.1
28,District of Columbia,0,0,0,0,0
29,Kansas,0,6.6,4.9,3.6,2.6
30,Missouri,0,46,40.2,35.2,30.7
31,Vermont,0,0,0,0,0
32,Virginia,0,51.9,52.7,53.5,54.2
33,Connecticut,0,7.4,6.3,5.4,4.7
34,Iowa,0,6.4,5.5,4.7,4.1
35,Louisiana,0,6.9,4.9,3.5,2.5
36,Ohio,0,24.2,18.6,14.2,10.8
37,Michigan,0,22,17.6,14,11.2
38,South Dakota,0,10.5,8.7,7.3,6.1
39,Arkansas,0,17.3,14.9,12.8,11
40,Delaware,0,3.1,2.9,2.7,2.5
41,Mississippi,0,12.8,10.3,8.2,6.5
42,New Mexico,0,0.2,0.2,0.2,0.2
43,North Dakota,0,13,10.3,8.1,6.5
44,Wyoming,0,2.9,2.6,2.2,1.8
45,Alaska,0,11.4,7,7.3,14.2
46,Maine,0,0.6,0.5,0.5,0.4
47,Alabama,0,17.1,15.3,14.2,18.6
48,Idaho,0,1,0.7,0.6,0.4
49,Montana,0,6.7,5.7,4.9,4.2
50,Puerto Rico,0,12.5,11.2,10.2,9.1
51,Virgin Islands,0,0,0,0,0
53,West Virginia,0,6.8,5.9,5,4.4
US,US,0,905.9,833.1,793.7,814.9
