id,State,dummy,186,193,200,207
0,Washington,0,7.9,7.8,8.9,9.4
1,Illinois,0,35.4,37.6,39.9,43.2
2,California,0,25.2,22.6,20.2,18.1
3,Arizona,0,75.9,77,78,79
4,Massachusetts,0,32.2,29.7,27.3,25.1
5,Wisconsin,0,23.1,20.8,18.7,16.9
6,Texas,0,429,481.6,545.4,608.8
7,Nebraska,0,42.4,45.2,48.3,51.6
8,Utah,0,6.2,6.7,7.4,8.2
9,Oregon,0,5.3,5.6,6,6.7
10,Florida,0,65.5,65.8,67,69.7
11,New York,0,26.2,24.4,22.8,21.4
12,Rhode Island,0,0.1,0.1,0.1,0.1
13,Georgia,0,63.8,64.4,64.8,68.1
14,New Hampshire,0,6.1,6.4,6.6,7.3
15,North Carolina,0,44.2,57,73.5,95.2
16,New Jersey,0,36.9,35.9,35,34
17,Colorado,0,30.7,29.6,28.6,27.6
18,Maryland,0,19.5,20.7,22.6,25
19,Nevada,0,7.5,7.9,8.5,9.2
20,Tennessee,0,48.9,47.3,45.6,44
21,Hawaii,0,0,0,0,0
22,Indiana,0,35.8,34,32.7,31.6
23,Kentucky,0,26.8,26,25.6,25.4
24,Minnesota,0,19,16.7,14.7,13
25,Oklahoma,0,76.8,75,73,70.9
26,Pennsylvania,0,90.1,95.7,102.5,109.9
27,South Carolina,0,24.1,24,23.9,23.9
28,District of Columbia,0,0,0,0,0
29,Kansas,0,49.7,70.2,99.7,142
30,Missouri,0,58.3,60.8,64.1,68.1
31,Vermont,0,0.9,1.4,2.2,3.6
32,Virginia,0,48.5,52.6,58.2,65.6
33,Connecticut,0,7.1,6.4,5.9,5.5
34,Iowa,0,70.9,79.2,87.8,97.1
35,Louisiana,0,32,33.5,35.1,37.3
36,Ohio,0,41.8,45.5,49.8,55.5
37,Michigan,0,56.7,58.7,60.8,62.9
38,South Dakota,0,13.9,12.8,11.8,10.9
39,Arkansas,0,37.3,39.4,41.4,43.5
40,Delaware,0,0.1,0.1,0.1,0.1
41,Mississippi,0,27.1,26.9,26.7,26.4
42,New Mexico,0,2.8,2.6,2.4,2.3
43,North Dakota,0,0.2,0.2,0.1,0.1
44,Wyoming,0,2.5,2.2,2,1.9
45,Alaska,0,3,2.4,2,1.6
46,Maine,0,1.9,1.7,1.5,1.3
47,Alabama,0,12.4,12,12.1,12.7
48,Idaho,0,2.7,2.6,2.5,2.5
49,Montana,0,13.6,13.5,13.3,13
50,Puerto Rico,0,8.2,7.3,6.4,6.8
51,Virgin Islands,0,0,0,0,0
53,West Virginia,0,19.7,22,24.9,28.2
US,US,0,1816.1,1919.4,2058.6,2232.2
