id,State,dummy,291,298,305,312
0,Washington,0,68.5,72,77,83.2
1,Illinois,0,16.9,12.5,9.2,6.7
2,California,0,415.7,412.1,407.4,401.7
3,Arizona,0,82.6,64,49.5,38.2
4,Massachusetts,0,49.9,45.2,40.6,36.5
5,Wisconsin,0,15.3,14.5,14.3,14.7
6,Texas,0,126.5,123.1,119.7,116.3
7,Nebraska,0,2.9,2.2,1.6,1.2
8,Utah,0,2.3,1.8,1.5,1.2
9,Oregon,0,13.8,11.1,8.9,7.1
10,Florida,0,636.7,641.2,640.6,635
11,New York,0,92.7,79.9,68.6,58.9
12,Rhode Island,0,0,0,0,0
13,Georgia,0,35.6,30.3,25.8,22
14,New Hampshire,0,2.9,2.1,1.6,1.1
15,North Carolina,0,24.4,22.1,20.2,18.8
16,New Jersey,0,48,45.6,44.8,45.6
17,Colorado,0,28.3,20.9,15.3,11.3
18,Maryland,0,16,13.2,11,9.1
19,Nevada,0,135.2,159.1,184.6,210.6
20,Tennessee,0,21.2,21,21.3,21.9
21,Hawaii,0,5.5,5.1,4.7,4.4
22,Indiana,0,12.4,9.5,7.3,5.6
23,Kentucky,0,24.7,22.7,20.8,19
24,Minnesota,0,3.6,2.9,2.4,2.1
25,Oklahoma,0,22.6,18.9,15.7,13.1
26,Pennsylvania,0,46.2,37.1,29.7,23.8
27,South Carolina,0,38,38.4,38.8,39.1
28,District of Columbia,0,1.5,1.1,0.8,0.6
29,Kansas,0,2.2,1.6,1.2,0.9
30,Missouri,0,17.8,14.9,13.4,12.1
31,Vermont,0,2.9,3.2,3.8,4.6
32,Virginia,0,45,47.1,51.1,57
33,Connecticut,0,32.9,30.9,28.9,27
34,Iowa,0,19.4,25,32.4,41.9
35,Louisiana,0,26,30.7,36.2,42.6
36,Ohio,0,25.3,21.2,18.1,15.9
37,Michigan,0,25.2,18.6,13.8,10.2
38,South Dakota,0,2.5,2,1.7,1.4
39,Arkansas,0,23.7,24.5,25.4,26.2
40,Delaware,0,6.5,5.9,5.3,4.8
41,Mississippi,0,11.7,10.2,9.2,8.5
42,New Mexico,0,25.2,22.2,21,20.4
43,North Dakota,0,0.8,0.6,0.5,0.5
44,Wyoming,0,6.8,6.5,6.2,5.9
45,Alaska,0,7.2,6.8,6.4,6.1
46,Maine,0,10.9,9,7.4,6.1
47,Alabama,0,26.8,30.7,35.8,42.4
48,Idaho,0,3.5,2.8,2.5,2.3
49,Montana,0,7.7,5.8,4.4,3.4
50,Puerto Rico,0,16.2,13.4,11.1,9.1
51,Virgin Islands,0,0,0,0,0
53,West Virginia,0,26.2,32.5,40.3,49.8
US,US,0,2362.3,2295.8,2260,2247.7
