id,State,dummy,165,172,179,186
0,Washington,0,5.9,7.2,9.2,12
1,Illinois,0,10.9,9.1,7.5,6.2
2,California,0,27.6,22.2,17.8,14.3
3,Arizona,0,35.1,32.5,30,27.6
4,Massachusetts,0,39.9,36.6,34.5,32.7
5,Wisconsin,0,22.4,19.2,16.3,13.9
6,Texas,0,115.8,122.6,132.5,142.5
7,Nebraska,0,34.8,37.9,41.5,45.5
8,Utah,0,4.7,5.2,5.6,6.2
9,Oregon,0,1.9,1.4,1.1,1.1
10,Florida,0,65.7,57.7,54.7,51.7
11,New York,0,11.7,9,7,5.3
12,Rhode Island,0,0.1,0.1,0.1,0
13,Georgia,0,41.2,40.6,41.8,43.6
14,New Hampshire,0,0.6,0.4,0.3,0.2
15,North Carolina,0,38.7,40.4,42.5,44.2
16,New Jersey,0,27.2,27.7,32.6,41.7
17,Colorado,0,13.6,11.6,9.8,8.2
18,Maryland,0,12.5,12.7,12.8,12.9
19,Nevada,0,1.8,1.7,1.3,1.1
20,Tennessee,0,29.3,26.2,23.4,21.1
21,Hawaii,0,0,0,0,0
22,Indiana,0,30.7,27,23.7,20.8
23,Kentucky,0,14.9,15.9,15.8,18.1
24,Minnesota,0,15.8,12.1,9.2,6.9
25,Oklahoma,0,49.1,53.6,61,71.6
26,Pennsylvania,0,36,30.1,25.1,20.9
27,South Carolina,0,21.2,23.3,25.9,29.2
28,District of Columbia,0,0,0,0,0
29,Kansas,0,7.7,5.8,4.3,3.2
30,Missouri,0,47.8,43.7,39.9,36.4
31,Vermont,0,0,0,0,0
32,Virginia,0,48.3,49,53.2,59.9
33,Connecticut,0,2.3,1.8,1.3,1
34,Iowa,0,18,22,31.3,46.5
35,Louisiana,0,20.8,22.7,24.5,26.4
36,Ohio,0,18.6,14.1,10.7,8.1
37,Michigan,0,20.1,16.6,13.7,11.4
38,South Dakota,0,7.6,6.1,4.8,3.8
39,Arkansas,0,20.8,19.1,17.5,16.1
40,Delaware,0,0.4,0.2,0.2,0.1
41,Mississippi,0,19.1,17,15.2,13.8
42,New Mexico,0,11.2,18.4,32.2,57.6
43,North Dakota,0,14.7,12.5,10.6,8.9
44,Wyoming,0,1,0.8,0.6,0.4
45,Alaska,0,0.4,0.3,0.3,0.3
46,Maine,0,2.2,2.7,3.4,4
47,Alabama,0,17.2,17.6,21.1,22.8
48,Idaho,0,1.1,0.9,0.7,0.6
49,Montana,0,9.6,8.8,7.8,7.2
50,Puerto Rico,0,7.2,5.8,4.7,3.8
51,Virgin Islands,0,0,0,0,0
53,West Virginia,0,8.9,8.4,8,7.6
US,US,0,1014.1,978.3,988.9,1039.7
