id,State,dummy,270,277,284,291
0,Washington,0,98.3,125.3,167.4,217.3
1,Illinois,0,122.3,135.6,149.2,168.9
2,California,0,473.2,621.3,764.5,982.6
3,Arizona,0,285.8,319.1,354.3,389.8
4,Massachusetts,0,187.8,208.3,229.3,250.1
5,Wisconsin,0,20.9,19.6,18.7,18.4
6,Texas,0,149.3,137.3,125.7,115
7,Nebraska,0,7.4,6.2,5.5,4.9
8,Utah,0,11.2,10.8,10.8,11.4
9,Oregon,0,38.2,45.2,55.5,70.2
10,Florida,0,546.4,688.6,874.9,1106.1
11,New York,0,165.4,157.2,149,141.1
12,Rhode Island,0,6,8.1,9.7,12.5
13,Georgia,0,52.4,55.9,61.5,68.1
14,New Hampshire,0,12.8,11.5,10.3,9.3
15,North Carolina,0,45,43.6,42.2,40.8
16,New Jersey,0,98.6,95.2,91.7,88.1
17,Colorado,0,135.7,151.7,184,235.6
18,Maryland,0,55.5,64.5,75.9,95
19,Nevada,0,103.6,109.8,116.3,122.6
20,Tennessee,0,25.2,26.5,29.3,33.9
21,Hawaii,0,15.7,19.7,26,35.5
22,Indiana,0,46.7,42,37.8,34
23,Kentucky,0,44.9,41.4,38.1,35
24,Minnesota,0,12.8,11.3,10,8.8
25,Oklahoma,0,27.1,23.3,20.1,17.2
26,Pennsylvania,0,170.4,180.1,189.5,200.1
27,South Carolina,0,47.2,52.2,59.2,65.9
28,District of Columbia,0,6.6,8.5,11.5,16
29,Kansas,0,7.7,7.5,7.5,7.7
30,Missouri,0,39.5,39.6,41.6,45.1
31,Vermont,0,0,0,0,0
32,Virginia,0,44.7,47,51.2,57.5
33,Connecticut,0,83,91.3,98.8,109.3
34,Iowa,0,13,12.6,12.1,12
35,Louisiana,0,18,17.1,16.5,16.2
36,Ohio,0,71.5,75.7,83.2,94.6
37,Michigan,0,143,144.5,146.1,147.9
38,South Dakota,0,5,5.4,5.1,5.2
39,Arkansas,0,12.2,10.4,8.9,7.7
40,Delaware,0,4,3.1,2.4,1.9
41,Mississippi,0,34.3,39.1,46.2,56.3
42,New Mexico,0,81.6,99.4,128.5,160.4
43,North Dakota,0,0.8,0.6,0.5,0.4
44,Wyoming,0,3.8,3.6,3.4,3.5
45,Alaska,0,38.6,73,145.1,259.3
46,Maine,0,44.9,63.3,71,89.2
47,Alabama,0,15.2,15.7,17.7,20.4
48,Idaho,0,16,15.9,15.9,15.8
49,Montana,0,7.3,6.8,6.4,6.2
50,Puerto Rico,0,23,20.1,17.6,15.6
51,Virgin Islands,0,0,0,0,0
53,West Virginia,0,11.2,10.4,10,9.8
US,US,0,3730.6,4222.4,4853.2,5736
