id,State,dummy,172,179,186,193
0,Washington,0,7.5,9.6,11.2,14.1
1,Illinois,0,9.6,7.8,6.4,5.2
2,California,0,28.2,24,20.3,17.3
3,Arizona,0,66.6,74.4,83.1,93.9
4,Massachusetts,0,29.1,26.1,23.4,21
5,Wisconsin,0,26.6,25,23.4,22
6,Texas,0,204.7,249.6,304.9,372.9
7,Nebraska,0,27.6,29.1,30.7,32.5
8,Utah,0,6.2,6.6,7.3,8.5
9,Oregon,0,1.2,1,0.7,0.6
10,Florida,0,63.9,59.5,58.7,58.2
11,New York,0,23.1,21.3,19.9,18.7
12,Rhode Island,0,0,0,0,0
13,Georgia,0,36.7,37.2,37.8,37.6
14,New Hampshire,0,8.3,12,18.4,27.4
15,North Carolina,0,27.3,21.4,16.7,13.1
16,New Jersey,0,24.7,23.8,22.9,22
17,Colorado,0,27.3,29.1,31.3,33.7
18,Maryland,0,10.8,10.9,11.3,12.1
19,Nevada,0,11,12.5,14.9,17.9
20,Tennessee,0,22.2,19.8,17.8,16
21,Hawaii,0,0,0,0,0
22,Indiana,0,23.5,20.5,17.8,15.4
23,Kentucky,0,14,12.3,11.1,10.2
24,Minnesota,0,16.4,12.9,10.1,7.9
25,Oklahoma,0,92,122,161.7,216.7
26,Pennsylvania,0,80.3,115.7,170.1,253.3
27,South Carolina,0,30,44.1,66.9,104
28,District of Columbia,0,0,0,0,0
29,Kansas,0,13.1,13.9,15.3,16.6
30,Missouri,0,33.6,29.3,25.7,22.4
31,Vermont,0,0,0,0,0
32,Virginia,0,36.2,33.4,30.8,28.4
33,Connecticut,0,0.5,0.3,0.2,0.2
34,Iowa,0,31.9,41.3,55.3,76.1
35,Louisiana,0,21.9,22.4,22.8,23.3
36,Ohio,0,20.4,16.4,13.2,10.6
37,Michigan,0,40.9,41.1,41.4,41.9
38,South Dakota,0,20.5,23.3,28,33.8
39,Arkansas,0,28.4,29.4,30.5,31.5
40,Delaware,0,1.6,1.2,0.8,0.6
41,Mississippi,0,30.7,37.3,45.2,58.1
42,New Mexico,0,12.8,18.6,28,41.5
43,North Dakota,0,5.3,4.1,3.1,2.4
44,Wyoming,0,0.8,0.6,0.4,0.3
45,Alaska,0,0,0,0,0
46,Maine,0,9.5,17.4,32.2,60.4
47,Alabama,0,11.1,9.2,7.6,6.3
48,Idaho,0,0.7,0.5,0.5,0.5
49,Montana,0,10.3,10.1,10,9.9
50,Puerto Rico,0,16.8,18.6,26,40.3
51,Virgin Islands,0,0,0,0,0
53,West Virginia,0,4.2,3.4,2.8,2.3
US,US,0,1270.3,1400,1618.5,1959.7
