id,State,dummy,277,284,291,298
0,Washington,0,106.8,130.5,162.6,205.6
1,Illinois,0,49.4,45.5,42,38.7
2,California,0,503.5,623.7,795.8,1039.6
3,Arizona,0,223.1,237.6,250.9,262.4
4,Massachusetts,0,90.5,94.6,98.7,102.7
5,Wisconsin,0,21.4,19.1,17,15.1
6,Texas,0,156.1,150.5,144.9,139.4
7,Nebraska,0,3.3,2.7,2.2,1.9
8,Utah,0,0,0,0,0
9,Oregon,0,38,43.8,52.8,65
10,Florida,0,738.7,924.8,1145.7,1397.8
11,New York,0,181.4,176.7,171.8,166.8
12,Rhode Island,0,7.8,7.7,8,8.7
13,Georgia,0,73.9,83.3,95.5,110.6
14,New Hampshire,0,10.3,9.5,8.8,8.2
15,North Carolina,0,41.5,41.3,41.2,41.1
16,New Jersey,0,83.8,80.3,76.7,73.2
17,Colorado,0,70.9,62.1,54.2,47.2
18,Maryland,0,28.7,28.3,29.3,31.2
19,Nevada,0,86,86.7,86.8,86.4
20,Tennessee,0,20.3,20.1,20.7,21.9
21,Hawaii,0,8.1,9.3,11,13.2
22,Indiana,0,33.9,30.6,27.4,24.6
23,Kentucky,0,28.6,26.9,25.2,23.7
24,Minnesota,0,9,7.9,6.9,6
25,Oklahoma,0,42.1,36.6,31.7,27.4
26,Pennsylvania,0,79.6,73.3,67.5,62.1
27,South Carolina,0,38.3,39.7,41.2,42.7
28,District of Columbia,0,4.6,5.1,5.9,6.9
29,Kansas,0,2.2,2.1,2.1,2.1
30,Missouri,0,20.6,19.3,18.5,18.3
31,Vermont,0,2.5,2.1,1.7,1.4
32,Virginia,0,38,39,41.5,45.4
33,Connecticut,0,43.6,41.9,40.2,38.5
34,Iowa,0,5.3,4.6,4.1,3.6
35,Louisiana,0,9,8.1,7.4,6.9
36,Ohio,0,50.8,45.9,41.3,37.2
37,Michigan,0,88.4,83.5,78.9,74.5
38,South Dakota,0,2.6,2.3,2.1,2
39,Arkansas,0,15.5,13.6,11.9,10.5
40,Delaware,0,2.8,2.1,1.6,1.2
41,Mississippi,0,24.3,25.5,27.8,31.1
42,New Mexico,0,59.7,65.2,74.7,86.7
43,North Dakota,0,0,0,0,0
44,Wyoming,0,5.9,5.6,5.3,5
45,Alaska,0,5.2,9.8,20.8,44
46,Maine,0,20.4,21,22.8,25.6
47,Alabama,0,24.4,26.2,28.6,32.7
48,Idaho,0,4.5,4.1,3.7,3.4
49,Montana,0,14.4,12.9,11.6,10.4
50,Puerto Rico,0,8.6,7.1,5.9,4.9
51,Virgin Islands,0,0,0,0,0
53,West Virginia,0,6.2,5.5,4.9,4.5
US,US,0,3234.5,3545.4,3979.8,4559.9
