id,State,dummy,158,165,172,179
47,Alabama,0,15.828,14.815,14.347,13.59
39,Arkansas,0,17.078,15.98,15.167,21.26
21,Hawaii,0,0,0,0,0
22,Indiana,0,32.051,28.072,27.444,32.279
35,Louisiana,0,7.62,4.916,1.587,4.389
24,Minnesota,0,15.685,27.116,23.528,16.575
49,Montana,0,4.654,4.55,3.167,4.814
15,North Carolina,0,45.56,31.655,33.269,39.172
19,Nevada,0,12.584,11.221,11.977,12.04
50,Puerto Rico,0,9.668,9.75,7.697,7.348
6,Texas,0,87.374,87.415,86.998,86.347
51,Virgin Islands,0,0,0,0,0
US,US,0,850.666,947.208,969.457,918.431
29,Kansas,0,8.656,8.603,7.334,11.694
53,West Virginia,0,6.669,6.219,6.469,4.963
2,California,0,26.589,19.203,23.487,25.018
1,Illinois,0,9.961,7.553,8.781,12.216
30,Missouri,0,48.824,49.689,46.556,42.745
41,Mississippi,0,15.766,16.125,15.831,13.966
13,Georgia,0,23.006,27.679,29.05,25.74
34,Iowa,0,6.627,6.464,7.111,7.039
23,Kentucky,0,23.399,22.68,24.117,21.972
18,Maryland,0,8.588,6.804,10.769,7.939
46,Maine,0,1.159,1.566,1.403,1.654
37,Michigan,0,25.813,24.534,23.363,19.337
43,North Dakota,0,11.836,13.943,13.032,11.635
7,Nebraska,0,21.185,22.7,22.087,22.915
16,New Jersey,0,21.314,23.753,22.382,24.671
36,Ohio,0,39.105,34.737,37.465,46.06
25,Oklahoma,0,43.088,42.71,34.002,30.773
9,Oregon,0,4.147,4.642,4.517,4.48
26,Pennsylvania,0,34.757,32.134,33.055,31.059
0,Washington,0,3.851,4.343,5.193,5.062
5,Wisconsin,0,16.903,19.233,18.875,20.155
44,Wyoming,0,1.207,0.53,1.843,1.439
3,Arizona,0,36.15,37.348,37.634,40.691
12,Rhode Island,0,2.012,1.987,2.182,2.276
27,South Carolina,0,10.734,8.077,8.217,9.342
32,Virginia,0,45.655,45.603,43.86,42.758
17,Colorado,0,7.231,5.333,6.08,6.077
10,Florida,0,47.42,47.894,52.486,57.564
48,Idaho,0,1.063,0.911,0.854,0.562
42,New Mexico,0,0,0,0,0
11,New York,0,12.564,6.705,5.516,5.974
20,Tennessee,0,28.935,28.779,26.389,26.137
8,Utah,0,5.472,6.265,5.872,5.72
33,Connecticut,0,3.585,1.371,1.674,2.724
31,Vermont,0,0,0,0,0
45,Alaska,0,1.191,1.09,0.779,2.223
28,District of Columbia,0,0,0,0,0
40,Delaware,0,1.386,1.264,1.003,1.653
4,Massachusetts,0,33.414,31.355,36.43,31.372
14,New Hampshire,0,0.476,0,0,0
38,South Dakota,0,9.701,10.313,11.628,11.849
