,State,Model Name,Mean_Similarity,Count_Similarity,rank
2286,Tennessee,FH_RobertWalraven_ESG,0.11547702702702704,74,44.0
1023,Louisiana,SIkJaun1_hyper7,0.08043548387096774,31,44.0
1979,Oregon,FH_JHU_IDD_CovidSP,0.021582539682539686,63,44.0
1347,Missouri,FH_LNQ_ens1,-0.04071521739130435,46,44.0
1304,Mississippi,FH_OliverWyman_Navigator,0.087842,50,44.0
1187,Michigan,FH_CovidAnalytics_DELPHI,-0.11484305555555555,72,44.0
1459,Nebraska,FH_USACE_ERDC_SEIR,-0.11936666666666668,18,44.0
2073,Puerto Rico,FH_IowaStateLW_STEM,-0.17751,40,44.0
604,Guam,FH_JCB_PRM,-0.07552941176470587,17,45.0
1358,Missouri,FH_UCLA_SuEIR,-0.042,49,45.0
1745,North Carolina,FH_OliverWyman_Navigator,0.06402200000000001,50,45.0
1208,Michigan,FH_RobertWalraven_ESG,-0.15092567567567566,74,45.0
2338,Texas,FH_UCLA_SuEIR,0.00994897959183673,49,45.0
810,Indiana,FH_MIT_ISOLAT_Mixtures,-0.08358205128205128,39,45.0
846,Iowa,FH_Google_Harvard_CPF,-0.052932692307692306,52,45.0
1521,New Hampshire,FH_COVIDhub_4_week_ensemble,-0.03987692307692307,13,45.0
1259,Minnesota,FH_TTU_squider,-0.12201639344262295,61,45.0
2240,South Dakota,FH_UCLA_SuEIR,-0.03958571428571429,49,45.0
2666,West Virginia,FH_MIT_ISOLAT_Mixtures,0.08147435897435898,39,45.0
1595,New Jersey,FH_MOBS_GLEAM_COVID,-0.11365897435897435,39,45.0
523,Florida,FH_SigSci_TS,0.13615454545454544,11,45.0
1677,New York,FH_CovidAnalytics_DELPHI,0.005468055555555556,72,45.0
573,Georgia,FH_TTU_squider,0.1151672131147541,61,45.0
968,Kentucky,FH_UMich_RidgeTfReg,0.03403728813559322,59,45.0
2583,Virginia,SIkJaun10_hyper7_smooth7,-0.19219032258064514,31,45.0
2191,South Carolina,FH_UCLA_SuEIR,0.0671734693877551,49,45.0
281,California,FH_UCSB_ACTS,0.012841666666666668,12,45.0
650,Hawaii,FH_Google_Harvard_CPF,-0.0812826923076923,52,45.0
1633,New Mexico,FH_JCB_PRM,0.07704705882352941,17,45.0
2367,United States,FH_IowaStateLW_STEM,0.11091,40,45.0
1305,Mississippi,FH_OneQuietNight_ML,0.08245,16,45.0
1432,Nebraska,FH_CovidAnalytics_DELPHI,-0.1242013888888889,72,45.0
750,Illinois,FH_IowaStateLW_STEM,-0.010559999999999996,40,45.0
2289,Tennessee,FH_UCLA_SuEIR,0.08367346938775509,49,45.0
1996,Oregon,FH_UCSB_ACTS,0.02011666666666666,12,45.0
326,Colorado,FH_RobertWalraven_ESG,-0.11753378378378378,74,45.0
1011,Louisiana,FH_OneQuietNight_ML,0.0627875,16,45.0
2490,Vermont,SIkJaun10_hyper7,-0.07934516129032257,31,45.0
2774,Wyoming,FH_UCSB_ACTS,0.03617500000000002,12,45.0
713,Idaho,FH_MOBS_GLEAM_COVID,0.07753333333333333,39,45.0
36,Alabama,FH_UCSB_ACTS,0.02626666666666667,12,45.0
2055,Pennsylvania,UMich_RidgeTfReg,-0.015221428571428561,14,45.0
1946,Oklahoma,FH_UCLA_SuEIR,-0.061587755102040814,49,45.0
1899,Ohio,FH_UMich_RidgeTfReg,0.002125423728813557,59,45.0
484,District of Columbia,SIkJaun1_hyper7,0.006112903225806455,31,45.0
215,Arkansas,FH_JHU_IDD_CovidSP,-0.12153174603174603,63,45.0
388,Connecticut,SIkJaun1_window_noval,-0.06749999999999999,31,45.0
1061,Maine,FH_RobertWalraven_ESG,-0.13465135135135134,74,45.0
2616,Washington,FH_MIT_Cassandra,-0.04301428571428572,28,45.0
2150,Rhode Island,SIkJaun1_hyper7,-0.0398,31,45.0
1483,Nevada,FH_Google_Harvard_CPF,0.036746153846153845,52,45.0
1162,Massachusetts,FH_UCLA_SuEIR,-0.09852448979591837,49,45.0
72,Alaska,FH_LANL_GrowthRate,-0.12538095238095237,63,45.0
2715,Wisconsin,FH_MIT_ISOLAT_Mixtures,-0.05536666666666667,39,45.0
2091,Puerto Rico,FH_SigSci_TS,-0.19766363636363635,11,45.0
1799,North Dakota,FH_UCLA_SuEIR,0.044879591836734685,49,45.0
2413,Utah,FH_DDS_NBDS,-0.09171176470588235,34,45.0
905,Kansas,FH_LANL_GrowthRate,-0.18563015873015876,63,45.0
1845,Northern Mariana Islands,FH_RobertWalraven_ESG,-0.10422162162162163,74,45.0
1113,Maryland,FH_UCLA_SuEIR,0.02953061224489796,49,45.0
1402,Montana,FH_OliverWyman_Navigator,0.09779399999999999,50,45.0
411,Delaware,FH_JHU_IDD_CovidSP,-0.09019206349206349,63,45.0
182,Arizona,FH_UCLA_SuEIR,0.08444489795918368,49,45.0
1534,New Hampshire,FH_IowaStateLW_STEM,-0.040105,40,46.0
1448,Nebraska,FH_MOBS_GLEAM_COVID,-0.16178205128205128,39,46.0
676,Hawaii,FH_UVA_Ensemble,-0.10156346153846153,52,46.0
1509,Nevada,FH_UVA_Ensemble,-0.026338461538461533,52,46.0
2639,Washington,ensemble_SIkJa_RF,-0.08576333333333334,30,46.0
2279,Tennessee,FH_MIT_Cassandra,0.07232142857142858,28,46.0
969,Kentucky,FH_USACE_ERDC_SEIR,-0.007961111111111115,18,46.0
1593,New Jersey,FH_MIT_Cassandra,-0.12783214285714287,28,46.0
2006,Oregon,UMich_RidgeTfReg,0.017621428571428566,14,46.0
2044,Pennsylvania,FH_UCLA_SuEIR,-0.022128571428571425,49,46.0
2773,Wyoming,FH_UCLA_SuEIR,-0.0959857142857143,49,46.0
84,Alaska,FH_UCLA_SuEIR,-0.257634693877551,49,46.0
296,Colorado,FH_COVIDhub_4_week_ensemble,-0.13041538461538463,13,46.0
2070,Puerto Rico,FH_DDS_NBDS,-0.21893529411764703,34,46.0
1948,Oklahoma,FH_UMich_RidgeTfReg,-0.06323220338983052,59,46.0
384,Connecticut,SIkJaun10_hyper7_smooth7,-0.11826451612903226,31,46.0
1877,Ohio,FH_IowaStateLW_STEM,-0.022985000000000005,40,46.0
427,Delaware,FH_UCLA_SuEIR,-0.09290408163265305,49,46.0
1834,Northern Mariana Islands,FH_KITmetricslab_select_ensemble,-0.13252222222222224,27,46.0
1775,North Dakota,FH_CovidAnalytics_DELPHI,-0.010491666666666667,72,46.0
1761,North Carolina,UMich_RidgeTfReg,0.039371428571428564,14,46.0
2147,Rhode Island,SIkJaun10_hyper7,-0.042254838709677424,31,46.0
478,District of Columbia,FH_UMich_RidgeTfReg,-0.048055932203389835,59,46.0
280,California,FH_UCLA_SuEIR,-0.09996938775510203,49,46.0
702,Idaho,FH_JCB_PRM,0.06045294117647059,17,46.0
1696,New York,FH_OliverWyman_Navigator,-0.0020519999999999983,50,46.0
520,Florida,FH_OliverWyman_Navigator,0.080312,50,46.0
1654,New Mexico,FH_UMich_RidgeTfReg,0.05263898305084745,59,46.0
153,Arizona,FH_CU_scenario_high,0.0700175,40,46.0
576,Georgia,FH_UMich_RidgeTfReg,0.04517796610169491,59,46.0
2200,South Carolina,SIkJaun1_hyper7_smooth7,0.060877419354838716,31,46.0
15,Alabama,FH_IowaStateLW_STEM,0.009420000000000006,40,46.0
2216,South Dakota,FH_CovidAnalytics_DELPHI,-0.0435125,72,46.0
2652,West Virginia,FH_DDS_NBDS,0.07044705882352942,34,46.0
2691,Wisconsin,FH_COVIDhub_4_week_ensemble,-0.09436153846153847,13,46.0
636,Guam,ensemble_SIkJa_RF,-0.13316999999999998,30,46.0
1256,Minnesota,FH_OneQuietNight_ML,-0.169825,16,46.0
1059,Maine,FH_OliverWyman_Navigator,-0.15410400000000002,50,46.0
917,Kansas,FH_UCLA_SuEIR,-0.20837551020408163,49,46.0
2349,Texas,UMich_RidgeTfReg,-0.05711428571428572,14,46.0
800,Indiana,FH_JCB_PRM,-0.2046529411764706,17,46.0
1289,Mississippi,FH_IowaStateLW_STEM,0.0689975,40,46.0
1338,Missouri,FH_IowaStateLW_STEM,-0.0748425,40,46.0
1095,Maryland,FH_JHUAPL_Bucky,0.020229687499999996,64,46.0
231,Arkansas,FH_UCLA_SuEIR,-0.1696061224489796,49,46.0
1025,Louisiana,SIkJaun1_window_noval,0.05593548387096773,31,46.0
762,Illinois,FH_MOBS_GLEAM_COVID,-0.06667435897435897,39,46.0
2579,Virginia,FH_UMich_RidgeTfReg,-0.22358135593220338,59,46.0
2437,Utah,FH_UCSB_ACTS,-0.09206666666666663,12,46.0
1199,Michigan,FH_LANL_GrowthRate,-0.2026952380952381,63,46.0
871,Iowa,FH_USACE_ERDC_SEIR,-0.0872388888888889,18,46.0
1152,Massachusetts,FH_MIT_Cassandra,-0.101625,28,46.0
2487,Vermont,FH_UMich_RidgeTfReg,-0.10242711864406781,59,46.0
1397,Montana,FH_MIT_Cassandra,0.08372857142857144,28,46.0
2382,United States,FH_OliverWyman_Navigator,0.08172399999999999,50,46.0
1116,Maryland,FH_USACE_ERDC_SEIR,-0.02091111111111111,18,47.0
2700,Wisconsin,FH_CovidAnalytics_DELPHI,-0.10495694444444445,72,47.0
270,California,FH_MIT_Cassandra,-0.11648214285714285,28,47.0
1606,New Jersey,FH_USACE_ERDC_SEIR,-0.30386111111111114,18,47.0
1299,Mississippi,FH_MIT_Cassandra,0.0689857142857143,28,47.0
2387,United States,FH_UCLA_SuEIR,0.06833673469387755,49,47.0
1628,New Mexico,FH_CovidAnalytics_DELPHI,0.02238611111111111,72,47.0
474,District of Columbia,FH_SigSci_TS,-0.08039090909090908,11,47.0
1157,Massachusetts,FH_OliverWyman_Navigator,-0.137214,50,47.0
1873,Ohio,FH_CovidAnalytics_DELPHI,-0.058845833333333326,72,47.0
1726,North Carolina,FH_CovidAnalytics_DELPHI,0.02898888888888889,72,47.0
1693,New York,FH_MOBS_GLEAM_COVID,-0.006089743589743588,39,47.0
429,Delaware,FH_UMich_RidgeTfReg,-0.09343389830508475,59,47.0
2198,South Carolina,SIkJaun10_window_noval,0.042345161290322585,31,47.0
2104,Puerto Rico,UMich_RidgeTfReg,-0.2458,14,47.0
564,Georgia,FH_MIT_Cassandra,-0.028071428571428577,28,47.0
1851,Northern Mariana Islands,FH_USACE_ERDC_SEIR,-0.22791111111111112,18,47.0
1214,Michigan,FH_USACE_ERDC_SEIR,-0.21391666666666667,18,47.0
819,Indiana,FH_UCLA_SuEIR,-0.23224285714285714,49,47.0
913,Kansas,FH_OneQuietNight_ML,-0.37117500000000003,16,47.0
2420,Utah,FH_JHU_IDD_CovidSP,-0.09235714285714286,63,47.0
1236,Minnesota,FH_CovidAnalytics_DELPHI,-0.24608611111111112,72,47.0
236,Arkansas,SIkJaun10_hyper7,-0.2269193548387097,31,47.0
1794,North Dakota,FH_OliverWyman_Navigator,-0.021294000000000004,50,47.0
524,Florida,FH_TTU_squider,0.02948852459016393,61,47.0
2686,West Virginia,UMich_RidgeTfReg,0.026585714285714306,14,47.0
2152,Rhode Island,SIkJaun1_window_noval,-0.06920645161290324,31,47.0
870,Iowa,FH_UMich_RidgeTfReg,-0.09589322033898305,59,47.0
1504,Nevada,FH_TTU_squider,-0.03680819672131148,61,47.0
1995,Oregon,FH_UCLA_SuEIR,-0.04592857142857143,49,47.0
2771,Wyoming,FH_SigSci_TS,-0.1187727272727273,11,47.0
673,Hawaii,FH_UCSB_ACTS,-0.12804166666666666,12,47.0
2340,Texas,FH_UMich_RidgeTfReg,-0.10141525423728813,59,47.0
1024,Louisiana,SIkJaun1_hyper7_smooth7,0.008587096774193559,31,47.0
2461,Vermont,FH_CovidAnalytics_DELPHI,-0.1361652777777778,72,47.0
358,Connecticut,FH_IowaStateLW_STEM,-0.20051999999999998,40,47.0
760,Illinois,FH_MIT_Cassandra,-0.09766428571428572,28,47.0
2584,Virginia,SIkJaun10_window_noval,-0.23166451612903224,31,47.0
721,Idaho,FH_UCLA_SuEIR,0.04685714285714286,49,47.0
82,Alaska,FH_SigSci_TS,-0.27981818181818185,11,47.0
2270,Tennessee,FH_JCB_PRM,0.058629411764705874,17,47.0
1405,Montana,FH_SigSci_TS,0.05594545454545454,11,47.0
37,Alabama,FH_UMich_RidgeTfReg,0.004038983050847452,59,47.0
319,Colorado,FH_MIT_Cassandra,-0.2696142857142857,28,47.0
158,Arizona,FH_CovidAnalytics_DELPHI,0.06152361111111112,72,47.0
1923,Oklahoma,FH_DDS_NBDS,-0.07863823529411765,34,47.0
1545,New Hampshire,FH_MIT_ISOLAT_Mixtures,-0.08478717948717948,39,47.0
1334,Missouri,FH_CovidAnalytics_DELPHI,-0.10834722222222222,72,47.0
1446,Nebraska,FH_MIT_Cassandra,-0.17903928571428573,28,47.0
961,Kentucky,FH_OliverWyman_Navigator,-0.057791999999999996,50,47.0
1054,Maine,FH_MIT_Cassandra,-0.18667857142857144,28,47.0
2610,Washington,FH_JHU_IDD_CovidSP,-0.23723809523809522,63,47.0
626,Guam,FH_USACE_ERDC_SEIR,-0.23945555555555556,18,47.0
2042,Pennsylvania,FH_SigSci_TS,-0.03730909090909092,11,47.0
2230,South Dakota,FH_MIT_Cassandra,-0.15378571428571428,28,47.0
2476,Vermont,FH_MIT_ISOLAT_Mixtures,-0.1996820512820513,39,48.0
2138,Rhode Island,FH_OneQuietNight_ML,-0.093325,16,48.0
1138,Massachusetts,FH_CovidAnalytics_DELPHI,-0.21811111111111112,72,48.0
1010,Louisiana,FH_OliverWyman_Navigator,0.004209999999999996,50,48.0
1752,North Carolina,FH_UMich_RidgeTfReg,-0.12866271186440678,59,48.0
2412,Utah,FH_CovidAnalytics_DELPHI,-0.13865138888888887,72,48.0
466,District of Columbia,FH_MIT_Cassandra,-0.12945,28,48.0
389,Connecticut,UMich_RidgeTfReg,-0.41973571428571427,14,48.0
2725,Wisconsin,FH_UCSB_ACTS,-0.29965,12,48.0
2047,Pennsylvania,FH_USACE_ERDC_SEIR,-0.19847222222222222,18,48.0
1800,North Dakota,FH_UCSB_ACTS,-0.1572916666666667,12,48.0
1859,Northern Mariana Islands,UMich_RidgeTfReg,-0.2908,14,48.0
1109,Maryland,FH_OneQuietNight_ML,-0.04035,16,48.0
1971,Oregon,FH_CovidAnalytics_DELPHI,-0.05241805555555555,72,48.0
1957,Oklahoma,UMich_RidgeTfReg,-0.08589999999999999,14,48.0
426,Delaware,FH_TTU_squider,-0.18393934426229508,61,48.0
1864,Ohio,FH_COVIDhub_4_week_ensemble,-0.10002307692307692,13,48.0
1040,Maine,FH_CovidAnalytics_DELPHI,-0.2000222222222222,72,48.0
942,Kentucky,FH_CovidAnalytics_DELPHI,-0.07893333333333333,72,48.0
95,Alaska,UMich_RidgeTfReg,-0.3752071428571429,14,48.0
2749,Wyoming,FH_CovidAnalytics_DELPHI,-0.1193375,72,48.0
920,Kansas,FH_USACE_ERDC_SEIR,-0.39375000000000004,18,48.0
329,Colorado,FH_UCLA_SuEIR,-0.2965938775510204,49,48.0
2096,Puerto Rico,FH_USACE_ERDC_SEIR,-0.4079055555555555,18,48.0
177,Arizona,FH_OliverWyman_Navigator,0.003378000000000001,50,48.0
869,Iowa,FH_UCSB_ACTS,-0.34918333333333335,12,48.0
2193,South Carolina,FH_UMich_RidgeTfReg,-0.01283728813559322,59,48.0
2670,West Virginia,FH_OliverWyman_Navigator,-0.14016399999999998,50,48.0
809,Indiana,FH_MIT_Cassandra,-0.2586357142857143,28,48.0
575,Georgia,FH_UCSB_ACTS,-0.06958333333333333,12,48.0
1614,New Jersey,UMich_RidgeTfReg,-0.3786,14,48.0
2341,Texas,FH_USACE_ERDC_SEIR,-0.11458333333333333,18,48.0
282,California,FH_UMich_RidgeTfReg,-0.12011694915254237,59,48.0
16,Alabama,FH_JCB_PRM,-0.07514117647058823,17,48.0
1308,Mississippi,FH_TTU_squider,0.058495081967213106,61,48.0
1638,New Mexico,FH_KITmetricslab_select_ensemble,-0.0653962962962963,27,48.0
2228,South Dakota,FH_LANL_GrowthRate,-0.19278571428571428,63,48.0
634,Guam,UMich_RidgeTfReg,-0.45248571428571427,14,48.0
2582,Virginia,SIkJaun10_hyper7,-0.2359516129032258,31,48.0
2626,Washington,FH_UCLA_SuEIR,-0.24479591836734696,49,48.0
1486,Nevada,FH_JCB_PRM,-0.05171764705882354,17,48.0
1359,Missouri,FH_UCSB_ACTS,-0.1810333333333333,12,48.0
1467,Nebraska,UMich_RidgeTfReg,-0.18422142857142854,14,48.0
671,Hawaii,FH_TTU_squider,-0.20171311475409837,61,48.0
1407,Montana,FH_UCLA_SuEIR,0.03742857142857142,49,48.0
699,Idaho,FH_Google_Harvard_CPF,-0.07193653846153847,52,48.0
1547,New Hampshire,FH_MUNI_ARIMA,-0.1310689655172414,29,48.0
1251,Minnesota,FH_MIT_ISOLAT_Mixtures,-0.38080256410256413,39,48.0
771,Illinois,FH_UCSB_ACTS,-0.21371666666666667,12,48.0
2386,United States,FH_TTU_squider,0.0538967213114754,61,48.0
505,Florida,FH_IowaStateLW_STEM,-0.0002999999999999975,40,48.0
1703,New York,FH_UMich_RidgeTfReg,-0.0843,59,48.0
2291,Tennessee,FH_UMich_RidgeTfReg,-0.05848305084745764,59,48.0
1213,Michigan,FH_UMich_RidgeTfReg,-0.4278152542372881,59,48.0
242,Arkansas,UMich_RidgeTfReg,-0.2423357142857143,14,48.0
649,Hawaii,FH_DDS_NBDS,-0.43319705882352944,34,49.0
35,Alabama,FH_UCLA_SuEIR,-0.3844714285714285,49,49.0
1354,Missouri,FH_OneQuietNight_ML,-0.4372875,16,49.0
1505,Nevada,FH_UCLA_SuEIR,-0.23291632653061226,49,49.0
1015,Louisiana,FH_UCLA_SuEIR,-0.2579061224489796,49,49.0
2401,Utah,FH_BPagano_RtDriven,-0.16992881355932205,59,49.0
2769,Wyoming,FH_OneQuietNight_ML,-0.70474375,16,49.0
2145,Rhode Island,FH_USACE_ERDC_SEIR,-0.4213,18,49.0
2622,Washington,FH_OneQuietNight_ML,-0.41885,16,49.0
500,Florida,FH_Covid19Sim_Simulator,-0.028948076923076934,52,49.0
864,Iowa,FH_OneQuietNight_ML,-0.69284375,16,49.0
962,Kentucky,FH_OneQuietNight_ML,-0.09604375000000001,16,49.0
1403,Montana,FH_OneQuietNight_ML,-0.57075625,16,49.0
717,Idaho,FH_OneQuietNight_ML,-0.34219375,16,49.0
1452,Nebraska,FH_OneQuietNight_ML,-0.5942500000000001,16,49.0
1749,North Carolina,FH_TTU_squider,-0.14558032786885244,61,49.0
320,Colorado,FH_MIT_ISOLAT_Mixtures,-0.43194615384615387,39,49.0
476,District of Columbia,FH_UCLA_SuEIR,-0.2739244897959184,49,49.0
2300,Tennessee,UMich_RidgeTfReg,-0.08211428571428571,14,49.0
2477,Vermont,FH_MOBS_GLEAM_COVID,-0.30762820512820516,39,49.0
2008,Oregon,ensemble_SIkJa_RF,-0.060509999999999994,30,49.0
2020,Pennsylvania,FH_CovidAnalytics_DELPHI,-0.2048125,72,49.0
80,Alaska,FH_OneQuietNight_ML,-0.39399375,16,49.0
2580,Virginia,FH_USACE_ERDC_SEIR,-0.5188833333333334,18,49.0
1652,New Mexico,FH_UCLA_SuEIR,-0.18822857142857144,49,49.0
2371,United States,FH_JHU_IDD_CovidSP,0.005404761904761917,63,49.0
830,Indiana,UMich_RidgeTfReg,-0.30840000000000006,14,49.0
2196,South Carolina,SIkJaun10_hyper7,-0.055,31,49.0
1222,Michigan,UMich_RidgeTfReg,-0.5511,14,49.0
1271,Minnesota,UMich_RidgeTfReg,-0.5704071428571428,14,49.0
574,Georgia,FH_UCLA_SuEIR,-0.11552857142857142,49,49.0
898,Kansas,FH_JCB_PRM,-0.48463529411764705,17,49.0
2665,West Virginia,FH_MIT_Cassandra,-0.3052464285714286,28,49.0
1795,North Dakota,FH_OneQuietNight_ML,-0.3719875,16,49.0
417,Delaware,FH_MIT_Cassandra,-0.23492857142857143,28,49.0
1681,New York,FH_IowaStateLW_STEM,-0.134025,40,49.0
1089,Maryland,FH_CovidAnalytics_DELPHI,-0.07169444444444445,72,49.0
264,California,FH_JHU_IDD_CovidSP,-0.20471587301587302,63,49.0
1887,Ohio,FH_MIT_Cassandra,-0.18442857142857141,28,49.0
2720,Wisconsin,FH_OneQuietNight_ML,-0.693675,16,49.0
234,Arkansas,FH_USACE_ERDC_SEIR,-0.4028444444444445,18,49.0
1583,New Jersey,FH_IowaStateLW_STEM,-0.40318,40,49.0
766,Illinois,FH_OneQuietNight_ML,-0.5013875,16,49.0
149,Arizona,FH_COVIDhub_4_week_ensemble,-0.006084615384615381,13,49.0
1930,Oklahoma,FH_JHU_IDD_CovidSP,-0.2143968253968254,63,49.0
1312,Mississippi,FH_USACE_ERDC_SEIR,-0.16832777777777774,18,49.0
1142,Massachusetts,FH_IowaStateLW_STEM,-0.2255375,40,49.0
2236,South Dakota,FH_OneQuietNight_ML,-0.26118125000000003,16,49.0
1031,Maine,FH_COVIDhub_4_week_ensemble,-0.35564615384615383,13,49.0
381,Connecticut,FH_USACE_ERDC_SEIR,-0.7773333333333334,18,49.0
2343,Texas,SIkJaun10_hyper7,-0.1729,31,49.0
1544,New Hampshire,FH_MIT_Cassandra,-0.29955,28,49.0
