,Week Number,Model Name,Predicted Label,True Label,Cosine Similarty,State
502,248,FH_CU_select,Inc,Surge,0.9936,Florida
503,248,FH_LANL_GrowthRate,Dec,Surge,-0.9737,Florida
504,248,FH_CovidAnalytics_DELPHI,Dec,Surge,-0.9422,Florida
505,479,FH_RobertWalraven_ESG,Dec,Dec,0.9996,Florida
506,479,FH_JHU_IDD_CovidSP,Dec,Dec,0.9893,Florida
507,479,FH_TTU_squider,Peaking,Dec,-0.8144,Florida
508,479,FH_Karlen_pypm,Dec,Dec,0.999,Florida
509,479,USC_SI_kJalpha,Dec,Dec,0.996,Florida
510,479,FH_BPagano_RtDriven,Dec,Dec,0.9995,Florida
511,479,FH_LANL_GrowthRate,Dec,Dec,0.983,Florida
512,493,FH_RobertWalraven_ESG,Dec,Flat,0.8283,Florida
513,493,FH_CU_nochange,Dec,Flat,0.8068,Florida
514,493,FH_CU_scenario_low,Dec,Flat,0.8034,Florida
515,493,FH_JHUAPL_Bucky,Dec,Flat,0.7814,Florida
516,493,FH_JHU_IDD_CovidSP,Dec,Flat,0.8153,Florida
517,493,FH_CU_scenario_mid,Dec,Flat,0.833,Florida
518,493,FH_TTU_squider,Near Peak,Flat,0.5327,Florida
519,493,FH_Karlen_pypm,Dec,Flat,0.8257,Florida
520,493,FH_UMich_RidgeTfReg,Dec,Flat,0.8504,Florida
521,493,FH_CEID_Walk,Peaking,Flat,-0.7356,Florida
522,493,USC_SI_kJalpha,Dec,Flat,0.8048,Florida
523,493,FH_BPagano_RtDriven,Dec,Flat,0.797,Florida
524,493,FH_CU_select,Dec,Flat,0.833,Florida
525,493,FH_LANL_GrowthRate,Flat,Flat,0.9921,Florida
526,493,FH_CovidAnalytics_DELPHI,Dec,Flat,0.8164,Florida
527,521,FH_RobertWalraven_ESG,Near Peak,Surge,-0.9146,Florida
528,521,FH_CU_nochange,Dec,Surge,-0.9108,Florida
529,521,FH_CU_scenario_low,Dec,Surge,-0.9761,Florida
530,521,FH_JHUAPL_Bucky,Peaking,Surge,0.8266,Florida
531,521,FH_JHU_IDD_CovidSP,Dec,Surge,-0.9647,Florida
532,521,FH_CU_scenario_mid,Dec,Surge,-0.9156,Florida
533,521,FH_TTU_squider,Dec,Surge,-0.9654,Florida
534,521,FH_Karlen_pypm,Surge,Surge,0.9999,Florida
535,521,FH_UMich_RidgeTfReg,Peaking,Surge,0.9713,Florida
536,521,FH_CEID_Walk,Peaking,Surge,0.8503,Florida
537,521,USC_SI_kJalpha,Dec,Surge,-0.9788,Florida
538,521,FH_BPagano_RtDriven,Dec,Surge,-0.8822,Florida
539,521,FH_COVIDhub_ensemble,Dec,Surge,-0.992,Florida
540,521,FH_CU_select,Dec,Surge,-0.9156,Florida
541,521,FH_LANL_GrowthRate,Dec,Surge,-0.9119,Florida
542,521,FH_CovidAnalytics_DELPHI,Dec,Surge,-0.939,Florida
543,535,FH_RobertWalraven_ESG,Peaking,Inc,0.9748,Florida
544,535,FH_CU_nochange,Surge,Inc,0.9796,Florida
545,535,FH_CU_scenario_low,Surge,Inc,0.9601,Florida
546,535,FH_JHUAPL_Bucky,Inc,Inc,0.9995,Florida
547,535,FH_JHU_IDD_CovidSP,Dec,Inc,-0.9623,Florida
548,535,FH_CU_scenario_mid,Surge,Inc,0.9688,Florida
549,535,FH_TTU_squider,Dec,Inc,-0.9593,Florida
550,535,FH_Karlen_pypm,Surge,Inc,0.9985,Florida
551,535,FH_UMich_RidgeTfReg,Near Peak,Inc,-0.9824,Florida
552,535,FH_CEID_Walk,Peaking,Inc,0.9649,Florida
553,535,USC_SI_kJalpha,Surge,Inc,0.9987,Florida
554,535,FH_BPagano_RtDriven,Inc,Inc,0.9978,Florida
555,535,FH_COVIDhub_ensemble,Peaking,Inc,0.9691,Florida
556,535,FH_CU_select,Surge,Inc,0.9601,Florida
557,535,FH_LANL_GrowthRate,Dec,Inc,-0.9415,Florida
558,535,FH_CovidAnalytics_DELPHI,Dec,Inc,-0.9487,Florida
559,290,FH_RobertWalraven_ESG,Peaking,Inc,0.3729,Florida
560,290,FH_CU_nochange,Inc,Inc,0.9975,Florida
561,290,FH_CU_scenario_low,Peaking,Inc,0.9993,Florida
562,290,FH_JHUAPL_Bucky,Near Peak,Inc,-0.5883,Florida
563,290,FH_CU_scenario_mid,Peaking,Inc,0.995,Florida
564,290,FH_TTU_squider,Flat,Inc,-0.5666,Florida
565,290,FH_Karlen_pypm,Inc,Inc,0.9998,Florida
566,290,FH_UMich_RidgeTfReg,Peaking,Inc,0.9813,Florida
567,290,FH_CEID_Walk,Peaking,Inc,0.9407,Florida
568,290,USC_SI_kJalpha,Near Peak,Inc,-0.9616,Florida
569,290,FH_BPagano_RtDriven,Peaking,Inc,0.9972,Florida
570,290,FH_COVIDhub_ensemble,Peaking,Inc,0.9941,Florida
571,290,FH_CU_select,Inc,Inc,0.9994,Florida
572,290,FH_LANL_GrowthRate,Peaking,Inc,0.9851,Florida
573,290,FH_CovidAnalytics_DELPHI,Dec,Inc,-0.9728,Florida
574,668,FH_RobertWalraven_ESG,Near Peak,Surge,-0.9993,Florida
575,668,FH_CU_nochange,Surge,Surge,0.9993,Florida
576,668,FH_CU_scenario_low,Dec,Surge,-0.9114,Florida
577,668,FH_JHUAPL_Bucky,Surge,Surge,0.9945,Florida
578,668,FH_CU_scenario_mid,Inc,Surge,0.9903,Florida
579,668,FH_TTU_squider,Near Peak,Surge,-0.8465,Florida
580,668,FH_Karlen_pypm,Peaking,Surge,0.9629,Florida
581,668,USC_SI_kJalpha,Surge,Surge,1.0,Florida
582,668,FH_BPagano_RtDriven,Dec,Surge,-0.8623,Florida
583,668,FH_COVIDhub_ensemble,Dec,Surge,-0.9131,Florida
584,668,FH_CU_select,Inc,Surge,0.9913,Florida
585,668,FH_CovidAnalytics_DELPHI,Dec,Surge,-0.8938,Florida
586,465,FH_RobertWalraven_ESG,Dec,Dec,0.9991,Florida
587,465,FH_CU_nochange,Dec,Dec,1.0,Florida
588,465,FH_CU_scenario_low,Dec,Dec,1.0,Florida
589,465,FH_JHUAPL_Bucky,Dec,Dec,0.9989,Florida
590,465,FH_JHU_IDD_CovidSP,Dec,Dec,0.9865,Florida
591,465,FH_CU_scenario_mid,Dec,Dec,0.9984,Florida
592,465,FH_TTU_squider,Peaking,Dec,-0.7063,Florida
593,465,FH_Karlen_pypm,Dec,Dec,0.9999,Florida
594,465,FH_UMich_RidgeTfReg,Surge,Dec,-0.9805,Florida
595,465,FH_CEID_Walk,Dec,Dec,0.9713,Florida
596,465,USC_SI_kJalpha,Dec,Dec,0.9998,Florida
597,465,FH_BPagano_RtDriven,Dec,Dec,0.9991,Florida
598,465,FH_COVIDhub_ensemble,Dec,Dec,0.9988,Florida
599,465,FH_CU_select,Dec,Dec,0.9984,Florida
600,465,FH_LANL_GrowthRate,Dec,Dec,0.9494,Florida
601,465,FH_CovidAnalytics_DELPHI,Dec,Dec,0.9996,Florida
602,297,FH_RobertWalraven_ESG,Peaking,Inc,0.893,Florida
603,297,FH_CU_nochange,Inc,Inc,0.9999,Florida
604,297,FH_CU_scenario_low,Peaking,Inc,0.9873,Florida
605,297,FH_JHUAPL_Bucky,Surge,Inc,0.867,Florida
606,297,FH_JHU_IDD_CovidSP,Surge,Inc,0.9982,Florida
607,297,FH_CU_scenario_mid,Inc,Inc,0.9994,Florida
608,297,FH_TTU_squider,Dec,Inc,-0.9171,Florida
609,297,FH_Karlen_pypm,Inc,Inc,0.9997,Florida
610,297,FH_UMich_RidgeTfReg,Peaking,Inc,0.9953,Florida
611,297,FH_CEID_Walk,Peaking,Inc,0.8225,Florida
612,297,USC_SI_kJalpha,Dec,Inc,-0.9993,Florida
613,297,FH_BPagano_RtDriven,Peaking,Inc,0.9944,Florida
614,297,FH_COVIDhub_ensemble,Peaking,Inc,0.9939,Florida
615,297,FH_CU_select,Peaking,Inc,0.9873,Florida
616,297,FH_LANL_GrowthRate,Peaking,Inc,0.9393,Florida
617,297,FH_CovidAnalytics_DELPHI,Dec,Inc,-0.9547,Florida
618,472,FH_RobertWalraven_ESG,Dec,Dec,0.9991,Florida
619,472,FH_CU_nochange,Dec,Dec,0.9995,Florida
620,472,FH_CU_scenario_low,Dec,Dec,0.9996,Florida
621,472,FH_JHUAPL_Bucky,Dec,Dec,0.9993,Florida
622,472,FH_JHU_IDD_CovidSP,Dec,Dec,0.9849,Florida
623,472,FH_CU_scenario_mid,Dec,Dec,0.9974,Florida
624,472,FH_TTU_squider,Peaking,Dec,-0.6938,Florida
625,472,FH_Karlen_pypm,Dec,Dec,0.9994,Florida
626,472,FH_UMich_RidgeTfReg,Flat,Dec,0.4418,Florida
627,472,FH_CEID_Walk,Dec,Dec,0.9211,Florida
628,472,USC_SI_kJalpha,Dec,Dec,0.9997,Florida
629,472,FH_BPagano_RtDriven,Dec,Dec,0.9981,Florida
630,472,FH_COVIDhub_ensemble,Dec,Dec,0.9991,Florida
631,472,FH_CU_select,Dec,Dec,0.9974,Florida
632,472,FH_LANL_GrowthRate,Dec,Dec,0.9514,Florida
633,472,FH_CovidAnalytics_DELPHI,Dec,Dec,0.9996,Florida
634,304,FH_RobertWalraven_ESG,Peaking,Peaking,0.9928,Florida
635,304,FH_CU_nochange,Inc,Peaking,0.9988,Florida
636,304,FH_CU_scenario_low,Peaking,Peaking,0.9985,Florida
637,304,FH_JHUAPL_Bucky,Inc,Peaking,0.9983,Florida
638,304,FH_JHU_IDD_CovidSP,Peaking,Peaking,0.9997,Florida
639,304,FH_CU_scenario_mid,Inc,Peaking,0.9993,Florida
640,304,FH_TTU_squider,Peaking,Peaking,0.9991,Florida
641,304,FH_Karlen_pypm,Inc,Peaking,0.9976,Florida
642,304,FH_UMich_RidgeTfReg,Peaking,Peaking,0.9446,Florida
643,304,FH_CEID_Walk,Peaking,Peaking,0.9754,Florida
644,304,USC_SI_kJalpha,Peaking,Peaking,0.9999,Florida
645,304,FH_BPagano_RtDriven,Peaking,Peaking,0.9988,Florida
646,304,FH_COVIDhub_ensemble,Peaking,Peaking,0.9995,Florida
647,304,FH_CU_select,Peaking,Peaking,0.9985,Florida
648,304,FH_LANL_GrowthRate,Peaking,Peaking,0.9908,Florida
649,304,FH_CovidAnalytics_DELPHI,Inc,Peaking,0.9979,Florida
650,458,FH_RobertWalraven_ESG,Dec,Dec,0.9999,Florida
651,458,FH_CU_nochange,Dec,Dec,1.0,Florida
652,458,FH_CU_scenario_low,Dec,Dec,1.0,Florida
653,458,FH_JHUAPL_Bucky,Dec,Dec,0.9998,Florida
654,458,FH_JHU_IDD_CovidSP,Dec,Dec,0.9819,Florida
655,458,FH_CU_scenario_mid,Dec,Dec,0.999,Florida
656,458,FH_TTU_squider,Peaking,Dec,-0.5538,Florida
657,458,FH_Karlen_pypm,Near Peak,Dec,0.9858,Florida
658,458,FH_UMich_RidgeTfReg,Dec,Dec,0.993,Florida
659,458,FH_CEID_Walk,Dec,Dec,0.9677,Florida
660,458,USC_SI_kJalpha,Dec,Dec,0.9994,Florida
661,458,FH_BPagano_RtDriven,Near Peak,Dec,0.9886,Florida
662,458,FH_CU_select,Dec,Dec,0.999,Florida
663,458,FH_LANL_GrowthRate,Dec,Dec,0.9692,Florida
664,458,FH_CovidAnalytics_DELPHI,Dec,Dec,0.9996,Florida
665,661,FH_RobertWalraven_ESG,Dec,Surge,-0.945,Florida
666,661,FH_CU_nochange,Surge,Surge,0.9808,Florida
667,661,FH_CU_scenario_low,Surge,Surge,0.9835,Florida
668,661,FH_JHUAPL_Bucky,Surge,Surge,0.9671,Florida
669,661,FH_CU_scenario_mid,Inc,Surge,0.9649,Florida
670,661,FH_TTU_squider,Near Peak,Surge,-0.8154,Florida
671,661,FH_Karlen_pypm,Dec,Surge,-0.924,Florida
672,661,USC_SI_kJalpha,Flat,Surge,0.1757,Florida
673,661,FH_BPagano_RtDriven,Dec,Surge,-0.9257,Florida
674,661,FH_COVIDhub_ensemble,Dec,Surge,-0.9149,Florida
675,661,FH_CU_select,Inc,Surge,0.9649,Florida
676,661,FH_CovidAnalytics_DELPHI,Dec,Surge,-0.8305,Florida
677,675,FH_RobertWalraven_ESG,Dec,Surge,-0.9572,Florida
678,675,FH_CU_nochange,Surge,Surge,0.9978,Florida
679,675,FH_CU_scenario_low,Surge,Surge,0.9948,Florida
680,675,FH_JHUAPL_Bucky,Dec,Surge,-0.8839,Florida
681,675,FH_CU_scenario_mid,Inc,Surge,0.9886,Florida
682,675,FH_TTU_squider,Near Peak,Surge,-0.9546,Florida
683,675,FH_Karlen_pypm,Peaking,Surge,0.7544,Florida
684,675,FH_UMich_RidgeTfReg,Inc,Surge,0.9802,Florida
685,675,USC_SI_kJalpha,Dec,Surge,-0.928,Florida
686,675,FH_BPagano_RtDriven,Dec,Surge,-0.9469,Florida
687,675,FH_COVIDhub_ensemble,Dec,Surge,-0.9229,Florida
688,675,FH_CU_select,Inc,Surge,0.9832,Florida
689,675,FH_CovidAnalytics_DELPHI,Dec,Surge,-0.8883,Florida
690,311,FH_RobertWalraven_ESG,Peaking,Inc,0.9107,Florida
691,311,FH_CU_nochange,Near Peak,Inc,-0.995,Florida
692,311,FH_CU_scenario_low,Near Peak,Inc,-0.9586,Florida
693,311,FH_JHUAPL_Bucky,Peaking,Inc,0.9916,Florida
694,311,FH_JHU_IDD_CovidSP,Inc,Inc,0.9997,Florida
695,311,FH_CU_scenario_mid,Near Peak,Inc,-0.5518,Florida
696,311,FH_TTU_squider,Inc,Inc,0.9994,Florida
697,311,FH_Karlen_pypm,Inc,Inc,0.9976,Florida
698,311,FH_CEID_Walk,Dec,Inc,-0.9789,Florida
699,311,USC_SI_kJalpha,Dec,Inc,-0.9988,Florida
700,311,FH_BPagano_RtDriven,Peaking,Inc,0.9844,Florida
701,311,FH_COVIDhub_ensemble,Inc,Inc,0.9978,Florida
702,311,FH_CU_select,Near Peak,Inc,-0.9586,Florida
703,311,FH_LANL_GrowthRate,Peaking,Inc,0.9935,Florida
704,311,FH_CovidAnalytics_DELPHI,Inc,Inc,0.9958,Florida
705,269,FH_RobertWalraven_ESG,Peaking,Inc,-0.2,Florida
706,269,FH_CU_nochange,Inc,Inc,0.9997,Florida
707,269,FH_CU_scenario_low,Peaking,Inc,0.1004,Florida
708,269,FH_JHUAPL_Bucky,Dec,Inc,-0.9958,Florida
709,269,FH_JHU_IDD_CovidSP,Surge,Inc,0.9456,Florida
710,269,FH_CU_scenario_mid,Peaking,Inc,0.9891,Florida
711,269,FH_TTU_squider,Dec,Inc,-0.9558,Florida
712,269,FH_Karlen_pypm,Dec,Inc,-0.9809,Florida
713,269,FH_UMich_RidgeTfReg,Peaking,Inc,0.9931,Florida
714,269,FH_CEID_Walk,Peaking,Inc,0.9475,Florida
715,269,USC_SI_kJalpha,Near Peak,Inc,-0.9642,Florida
716,269,FH_BPagano_RtDriven,Peaking,Inc,0.9935,Florida
717,269,FH_COVIDhub_ensemble,Near Peak,Inc,-0.9703,Florida
718,269,FH_CU_select,Peaking,Inc,0.9891,Florida
719,269,FH_LANL_GrowthRate,Near Peak,Inc,-0.9991,Florida
720,269,FH_CovidAnalytics_DELPHI,Dec,Inc,-0.9553,Florida
721,486,FH_RobertWalraven_ESG,Dec,Dec,0.999,Florida
722,486,FH_JHUAPL_Bucky,Dec,Dec,0.9982,Florida
723,486,FH_JHU_IDD_CovidSP,Dec,Dec,0.9955,Florida
724,486,FH_TTU_squider,Near Peak,Dec,0.4702,Florida
725,486,FH_Karlen_pypm,Dec,Dec,0.9985,Florida
726,486,FH_UMich_RidgeTfReg,Inc,Dec,-0.9766,Florida
727,486,FH_CEID_Walk,Near Peak,Dec,0.2599,Florida
728,486,USC_SI_kJalpha,Dec,Dec,0.9938,Florida
729,486,FH_BPagano_RtDriven,Dec,Dec,0.999,Florida
730,486,FH_LANL_GrowthRate,Dec,Dec,0.9912,Florida
731,486,FH_CovidAnalytics_DELPHI,Dec,Dec,0.9962,Florida
732,647,FH_RobertWalraven_ESG,Dec,Dec,0.9672,Florida
733,647,FH_CU_nochange,Flat,Dec,0.8755,Florida
734,647,FH_CU_scenario_low,Surge,Dec,-0.3329,Florida
735,647,FH_JHUAPL_Bucky,Dec,Dec,0.9453,Florida
736,647,FH_CU_scenario_mid,Dec,Dec,0.9721,Florida
737,647,FH_TTU_squider,Near Peak,Dec,-0.0024,Florida
738,647,FH_Karlen_pypm,Dec,Dec,0.9678,Florida
739,647,FH_UMich_RidgeTfReg,Inc,Dec,-0.9355,Florida
740,647,USC_SI_kJalpha,Surge,Dec,-0.8725,Florida
741,647,FH_BPagano_RtDriven,Dec,Dec,0.9591,Florida
742,647,FH_COVIDhub_ensemble,Dec,Dec,0.9594,Florida
743,647,FH_CU_select,Dec,Dec,0.9721,Florida
744,647,FH_CovidAnalytics_DELPHI,Dec,Dec,0.9846,Florida
745,262,FH_RobertWalraven_ESG,Dec,Inc,-0.9477,Florida
746,262,FH_CU_nochange,Surge,Inc,0.9961,Florida
747,262,FH_CU_scenario_low,Near Peak,Inc,-0.9997,Florida
748,262,FH_JHUAPL_Bucky,Near Peak,Inc,-0.9993,Florida
749,262,FH_JHU_IDD_CovidSP,Surge,Inc,0.9731,Florida
750,262,FH_CU_scenario_mid,Inc,Inc,0.9986,Florida
751,262,FH_TTU_squider,Dec,Inc,-0.9314,Florida
752,262,FH_Karlen_pypm,Dec,Inc,-0.994,Florida
753,262,FH_UMich_RidgeTfReg,Surge,Inc,0.9888,Florida
754,262,FH_CEID_Walk,Dec,Inc,-0.9488,Florida
755,262,USC_SI_kJalpha,Dec,Inc,-0.9991,Florida
756,262,FH_COVIDhub_ensemble,Dec,Inc,-0.9973,Florida
757,262,FH_CU_select,Inc,Inc,0.9986,Florida
758,262,FH_LANL_GrowthRate,Dec,Inc,-0.9954,Florida
759,262,FH_CovidAnalytics_DELPHI,Dec,Inc,-0.9659,Florida
760,500,FH_RobertWalraven_ESG,Near Peak,Surge,-0.9962,Florida
761,500,FH_CU_nochange,Dec,Surge,-0.9558,Florida
762,500,FH_CU_scenario_low,Dec,Surge,-0.9573,Florida
763,500,FH_JHUAPL_Bucky,Dec,Surge,-0.9875,Florida
764,500,FH_JHU_IDD_CovidSP,Dec,Surge,-0.9645,Florida
765,500,FH_CU_scenario_mid,Dec,Surge,-0.9432,Florida
766,500,FH_TTU_squider,Dec,Surge,-0.9791,Florida
767,500,FH_Karlen_pypm,Dec,Surge,-0.9688,Florida
768,500,FH_UMich_RidgeTfReg,Peaking,Surge,0.9567,Florida
769,500,FH_CEID_Walk,Peaking,Surge,0.7693,Florida
770,500,USC_SI_kJalpha,Dec,Surge,-0.963,Florida
771,500,FH_BPagano_RtDriven,Dec,Surge,-0.9489,Florida
772,500,FH_COVIDhub_ensemble,Dec,Surge,-0.9624,Florida
773,500,FH_CU_select,Dec,Surge,-0.9432,Florida
774,500,FH_LANL_GrowthRate,Flat,Surge,-0.2874,Florida
775,500,FH_CovidAnalytics_DELPHI,Dec,Surge,-0.9532,Florida
776,514,FH_RobertWalraven_ESG,Near Peak,Surge,-0.9999,Florida
777,514,FH_CU_nochange,Flat,Surge,-0.6582,Florida
778,514,FH_CU_scenario_low,Dec,Surge,-0.9265,Florida
779,514,FH_JHUAPL_Bucky,Dec,Surge,-0.982,Florida
780,514,FH_JHU_IDD_CovidSP,Dec,Surge,-0.9563,Florida
781,514,FH_CU_scenario_mid,Flat,Surge,-0.7663,Florida
782,514,FH_TTU_squider,Dec,Surge,-0.9632,Florida
783,514,FH_Karlen_pypm,Dec,Surge,-0.9588,Florida
784,514,FH_UMich_RidgeTfReg,Peaking,Surge,0.9801,Florida
785,514,FH_CEID_Walk,Dec,Surge,-0.9378,Florida
786,514,USC_SI_kJalpha,Surge,Surge,0.9998,Florida
787,514,FH_BPagano_RtDriven,Dec,Surge,-0.9161,Florida
788,514,FH_COVIDhub_ensemble,Dec,Surge,-0.9471,Florida
789,514,FH_CU_select,Flat,Surge,-0.7663,Florida
790,514,FH_LANL_GrowthRate,Dec,Surge,-0.876,Florida
791,514,FH_CovidAnalytics_DELPHI,Dec,Surge,-0.9397,Florida
792,563,FH_RobertWalraven_ESG,Peaking,Near Peak,-0.4324,Florida
793,563,FH_CU_nochange,Near Peak,Near Peak,0.8229,Florida
794,563,FH_CU_scenario_low,Near Peak,Near Peak,0.7946,Florida
795,563,FH_JHUAPL_Bucky,Peaking,Near Peak,-0.5737,Florida
796,563,FH_JHU_IDD_CovidSP,Flat,Near Peak,-0.8653,Florida
797,563,FH_CU_scenario_mid,Near Peak,Near Peak,0.9162,Florida
798,563,FH_TTU_squider,Dec,Near Peak,0.4021,Florida
799,563,FH_Karlen_pypm,Peaking,Near Peak,-0.3902,Florida
800,563,FH_CEID_Walk,Peaking,Near Peak,0.0718,Florida
801,563,USC_SI_kJalpha,Peaking,Near Peak,-0.3954,Florida
802,563,FH_BPagano_RtDriven,Peaking,Near Peak,-0.5913,Florida
803,563,FH_COVIDhub_ensemble,Peaking,Near Peak,-0.5186,Florida
804,563,FH_CU_select,Near Peak,Near Peak,0.7946,Florida
805,563,FH_LANL_GrowthRate,Dec,Near Peak,0.3967,Florida
806,563,FH_CovidAnalytics_DELPHI,Peaking,Near Peak,0.0416,Florida
807,409,FH_RobertWalraven_ESG,Dec,Surge,-0.8357,Florida
808,409,FH_CU_nochange,Dec,Surge,-0.832,Florida
809,409,FH_CU_scenario_low,Dec,Surge,-0.7997,Florida
810,409,FH_JHUAPL_Bucky,Dec,Surge,-0.8462,Florida
811,409,FH_JHU_IDD_CovidSP,Dec,Surge,-0.7848,Florida
812,409,FH_CU_scenario_mid,Dec,Surge,-0.7907,Florida
813,409,FH_TTU_squider,Dec,Surge,-0.8504,Florida
814,409,FH_Karlen_pypm,Dec,Surge,-0.8289,Florida
815,409,FH_UMich_RidgeTfReg,Inc,Surge,0.8948,Florida
816,409,FH_CEID_Walk,Dec,Surge,-0.6813,Florida
817,409,USC_SI_kJalpha,Dec,Surge,-0.8998,Florida
818,409,FH_BPagano_RtDriven,Dec,Surge,-0.8275,Florida
819,409,FH_COVIDhub_ensemble,Dec,Surge,-0.8263,Florida
820,409,FH_CU_select,Dec,Surge,-0.7907,Florida
821,409,FH_LANL_GrowthRate,Dec,Surge,-0.571,Florida
822,409,FH_CovidAnalytics_DELPHI,Dec,Surge,-0.9012,Florida
823,437,FH_RobertWalraven_ESG,Near Peak,Near Peak,0.9625,Florida
824,437,FH_CU_nochange,Near Peak,Near Peak,0.8433,Florida
825,437,FH_CU_scenario_low,Peaking,Near Peak,-0.7721,Florida
826,437,FH_JHUAPL_Bucky,Peaking,Near Peak,-0.8363,Florida
827,437,FH_JHU_IDD_CovidSP,Dec,Near Peak,0.81,Florida
828,437,FH_CU_scenario_mid,Surge,Near Peak,-0.9652,Florida
829,437,FH_TTU_squider,Dec,Near Peak,0.8149,Florida
830,437,FH_Karlen_pypm,Inc,Near Peak,-0.9089,Florida
831,437,FH_UMich_RidgeTfReg,Peaking,Near Peak,-0.8936,Florida
832,437,FH_CEID_Walk,Peaking,Near Peak,-0.8013,Florida
833,437,USC_SI_kJalpha,Near Peak,Near Peak,0.9828,Florida
834,437,FH_BPagano_RtDriven,Surge,Near Peak,-0.9808,Florida
835,437,FH_COVIDhub_ensemble,Peaking,Near Peak,-0.8285,Florida
836,437,FH_CU_select,Peaking,Near Peak,-0.7721,Florida
837,437,FH_LANL_GrowthRate,Surge,Near Peak,-0.9678,Florida
838,437,FH_CovidAnalytics_DELPHI,Dec,Near Peak,0.9356,Florida
839,605,FH_RobertWalraven_ESG,Dec,Dec,0.9984,Florida
840,605,FH_CU_nochange,Dec,Dec,0.9977,Florida
841,605,FH_CU_scenario_low,Dec,Dec,0.9976,Florida
842,605,FH_JHUAPL_Bucky,Dec,Dec,0.9982,Florida
843,605,FH_JHU_IDD_CovidSP,Dec,Dec,0.997,Florida
844,605,FH_CU_scenario_mid,Dec,Dec,0.9988,Florida
845,605,FH_TTU_squider,Dec,Dec,0.9915,Florida
846,605,FH_Karlen_pypm,Dec,Dec,0.9974,Florida
847,605,FH_UMich_RidgeTfReg,Dec,Dec,0.9241,Florida
848,605,FH_CEID_Walk,Dec,Dec,0.9489,Florida
849,605,USC_SI_kJalpha,Dec,Dec,0.998,Florida
850,605,FH_BPagano_RtDriven,Dec,Dec,0.9991,Florida
851,605,FH_COVIDhub_ensemble,Dec,Dec,0.999,Florida
852,605,FH_CU_select,Dec,Dec,0.9976,Florida
853,605,FH_LANL_GrowthRate,Dec,Dec,0.9576,Florida
854,605,FH_CovidAnalytics_DELPHI,Dec,Dec,0.9982,Florida
855,374,FH_RobertWalraven_ESG,Dec,Dec,0.9998,Florida
856,374,FH_CU_nochange,Surge,Dec,-0.9883,Florida
857,374,FH_CU_scenario_low,Inc,Dec,-0.9974,Florida
858,374,FH_JHUAPL_Bucky,Dec,Dec,0.9997,Florida
859,374,FH_JHU_IDD_CovidSP,Dec,Dec,0.9978,Florida
860,374,FH_CU_scenario_mid,Surge,Dec,-0.9937,Florida
861,374,FH_TTU_squider,Dec,Dec,0.9994,Florida
862,374,FH_Karlen_pypm,Dec,Dec,0.9997,Florida
863,374,FH_UMich_RidgeTfReg,Surge,Dec,-0.7886,Florida
864,374,FH_CEID_Walk,Surge,Dec,-0.7256,Florida
865,374,USC_SI_kJalpha,Dec,Dec,0.9997,Florida
866,374,FH_BPagano_RtDriven,Dec,Dec,0.9958,Florida
867,374,FH_COVIDhub_ensemble,Dec,Dec,0.9976,Florida
868,374,FH_CU_select,Inc,Dec,-0.9974,Florida
869,374,FH_LANL_GrowthRate,Dec,Dec,0.9467,Florida
870,374,FH_CovidAnalytics_DELPHI,Surge,Dec,-0.9779,Florida
871,402,FH_RobertWalraven_ESG,Dec,Dec,0.9722,Florida
872,402,FH_CU_nochange,Dec,Dec,0.9889,Florida
873,402,FH_CU_scenario_low,Dec,Dec,0.9913,Florida
874,402,FH_JHUAPL_Bucky,Near Peak,Dec,0.9153,Florida
875,402,FH_JHU_IDD_CovidSP,Dec,Dec,0.9901,Florida
876,402,FH_CU_scenario_mid,Dec,Dec,0.9951,Florida
877,402,FH_TTU_squider,Dec,Dec,0.956,Florida
878,402,FH_Karlen_pypm,Dec,Dec,0.9903,Florida
879,402,FH_UMich_RidgeTfReg,Inc,Dec,-0.9659,Florida
880,402,FH_CEID_Walk,Dec,Dec,0.9913,Florida
881,402,USC_SI_kJalpha,Near Peak,Dec,0.9389,Florida
882,402,FH_BPagano_RtDriven,Dec,Dec,0.955,Florida
883,402,FH_COVIDhub_ensemble,Dec,Dec,0.9735,Florida
884,402,FH_CU_select,Dec,Dec,0.9951,Florida
885,402,FH_LANL_GrowthRate,Dec,Dec,0.9695,Florida
886,402,FH_CovidAnalytics_DELPHI,Dec,Dec,0.9651,Florida
887,360,FH_RobertWalraven_ESG,Dec,Dec,0.998,Florida
888,360,FH_TTU_squider,Dec,Dec,0.9908,Florida
889,360,FH_Karlen_pypm,Inc,Dec,-0.9996,Florida
890,360,FH_CEID_Walk,Flat,Dec,0.8075,Florida
891,360,USC_SI_kJalpha,Dec,Dec,0.9974,Florida
892,360,FH_BPagano_RtDriven,Flat,Dec,0.5212,Florida
893,556,FH_RobertWalraven_ESG,Peaking,Peaking,0.9905,Florida
894,556,FH_CU_nochange,Peaking,Peaking,0.9978,Florida
895,556,FH_CU_scenario_low,Peaking,Peaking,0.983,Florida
896,556,FH_JHUAPL_Bucky,Peaking,Peaking,0.9869,Florida
897,556,FH_JHU_IDD_CovidSP,Dec,Peaking,-0.9951,Florida
898,556,FH_CU_scenario_mid,Peaking,Peaking,0.9989,Florida
899,556,FH_TTU_squider,Dec,Peaking,-0.9958,Florida
