id,State,dummy,144,151,158,165
47,Alabama,0,21.011000381157,30.8795652743342,24.0033557313558,28.0713737349174
45,Alaska,0,12.1753012866238,11.4752980493309,11.9383424581677,13.0014989447194
3,Arizona,0,30.2485941330989,63.5825415205557,51.0019849420813,50.3521195317896
39,Arkansas,0,35.2745001414507,33.5934000705632,35.1605085765029,37.3711522809218
2,California,0,88.1368996308844,79.768293739881,75.2511716971751,73.8035586792564
17,Colorado,0,36.9137454053921,43.4161102004911,47.0691905313388,52.8590695669978
33,Connecticut,0,0,0,0,0
40,Delaware,0,7.78847316440486,4.40615671150122,2.91918029319802,2.96083435945843
28,District of Columbia,0,0,0,0,0
10,Florida,0,133.189902825968,112.094959696467,111.911623583114,116.353819387297
13,Georgia,0,34.1194768379732,30.4389985169712,24.6078634434658,30.3790169007074
21,Hawaii,0,0,0,0,0
48,Idaho,0,2.49568803605726,1.75673081440349,1.44606921984337,1.5287220794223
1,Illinois,0,35.2093177527272,45.1043800469689,31.5210380826879,46.2221724172686
22,Indiana,0,25.9270302726306,27.0488601358765,13.4033699054242,23.746835574363
34,Iowa,0,12.9955160467038,10.9279940793712,12.698536147524,11.8945113511669
29,Kansas,0,35.8694322435737,33.9477298188249,35.9443385453661,35.7025870699101
23,Kentucky,0,13.1737194541246,9.29184019541882,6.94482598306161,9.78058234272785
35,Louisiana,0,3.46249086009839,0,0,0
46,Maine,0,1.84118667381342,2.00266920483545,2.26212905923419,1.53249927980482
18,Maryland,0,15.7852584658612,9.64052112755619,5.03443722055313,7.81091450247852
4,Massachusetts,0,49.7527459929724,50.4432271790988,42.2075543461629,46.2303385761385
37,Michigan,0,20.2405087262482,0,0,0
24,Minnesota,0,36.3275232462639,20.780192824401,16.8703283297659,17.3593714663207
41,Mississippi,0,31.8484739388796,39.2133541444656,34.9766897013135,34.326381699542
30,Missouri,0,83.0354607073205,83.4207233020316,67.3732766610982,71.0497818055378
49,Montana,0,11.8369701033572,8.35562799262498,9.31001647978984,8.87022067217634
7,Nebraska,0,29.1504105963505,28.0916325135791,22.1014775436524,21.2647175086897
19,Nevada,0,2.74939134048416,2.54916628610783,7.19303020693128,5.24895595891782
14,New Hampshire,0,4.37191511254621,8.55570475633814,7.13963871456523,9.51190886764907
16,New Jersey,0,29.5882611528283,19.568301922052,14.7346772579327,11.8414834251778
42,New Mexico,0,2.27287415865602,3.99813693017134,3.7284160217641,3.64764471628477
11,New York,0,43.9122161973173,37.5143809618582,37.7590449725882,39.7861293236966
15,North Carolina,0,106.902545803989,86.1097240450948,78.7318474638449,76.3050724317353
43,North Dakota,0,38.5278373948596,40.1385765687344,48.635858321638,42.5611652337269
36,Ohio,0,92.0658563414996,66.5242407170379,54.1743104150567,66.2850259830007
25,Oklahoma,0,91.0117725435353,75.350010309484,66.9060914229382,60.7244360090425
9,Oregon,0,3.4859931067838,1.95293152575431,2.2425880220135,2.60461854711435
26,Pennsylvania,0,64.5304718064691,58.2127358119952,54.0684797002318,49.4056094337109
12,Rhode Island,0,2.3035623802422,2.25956986411946,1.69872921844103,1.67391260747029
27,South Carolina,0,24.3171252321198,20.0524149492903,14.2147835785211,22.4410745374605
38,South Dakota,0,23.8201873780617,26.9425891243128,26.7343519164248,29.1441705202877
20,Tennessee,0,47.0486899994647,48.8776257028401,44.187324221198,43.107710994993
6,Texas,0,56.9175110705606,48.8525862819503,44.7271719383262,39.1977599478183
8,Utah,0,3.18010711269095,3.68964944943506,4.53795246700287,4.42194877706946
31,Vermont,0,1.0013026130587,0.66449665677683,0.511705635337706,0.64896885795668
32,Virginia,0,32.8190158171248,27.1974644083283,29.6419719356072,25.2830007682082
0,Washington,0,0.60663790223009,4.1872012817699,4.04036374602411,3.23766933958253
53,West Virginia,0,9.32888869419476,9.13948193258914,8.11205735799624,6.88584391720735
5,Wisconsin,0,41.5415203960782,40.0286170629867,36.4827205482286,35.9409030327622
44,Wyoming,0,3.69862865950783,1.76096012543172,1.83455400887838,2.42505517699131
50,Puerto Rico,0,19.2076247672155,19.5846303588249,15.8139707484003,15.0618746096561
51,Virgin Islands,0,0,3.4091417443145e-07,4.52050703230775e-07,9.40243996023124e-07
US,US,0,1514.97294496235,1465.18413979454,1351.06352126479,1413.43618226646
