id,State,dummy,249,256,263,270
47,Alabama,0,14,15,16,17
45,Alaska,0,2,3,3,4
39,Arkansas,0,10,10,10,10
17,Colorado,0,71,98,116,150
40,Delaware,0,4,4,4,4
13,Georgia,0,18,18,18,17
21,Hawaii,0,0,0,0,0
22,Indiana,0,14,15,15,16
34,Iowa,0,2,3,3,4
29,Kansas,0,6,6,6,6
35,Louisiana,0,13,12,11,10
24,Minnesota,0,3,4,4,4
41,Mississippi,0,9,9,9,9
7,Nebraska,0,6,5,5,4
19,Nevada,0,9,9,9,9
14,New Hampshire,0,3,3,3,3
42,New Mexico,0,11,13,13,14
15,North Carolina,0,17,17,17,16
43,North Dakota,0,1,1,1,1
36,Ohio,0,22,23,23,24
25,Oklahoma,0,16,16,17,19
9,Oregon,0,2,2,2,2
12,Rhode Island,0,3,2,3,3
27,South Carolina,0,10,9,9,9
38,South Dakota,0,1,2,2,2
20,Tennessee,0,22,20,19,18
6,Texas,0,170,165,162,152
8,Utah,0,3,3,3,3
31,Vermont,0,1,1,1,1
32,Virginia,0,22,22,22,23
0,Washington,0,10,11,11,10
44,Wyoming,0,0,0,0,1
