id,State,432,438,445,452,459
47,Alabama,0,348,454,578.5,735
45,Alaska,0,14,11,7,735
3,Arizona,0,54,99,169,735
39,Arkansas,0,107.5,139,173.5,735
2,California,0,299,402,495.5,735
17,Colorado,0,33,31,28,735
33,Connecticut,0,42,40,38,735
40,Delaware,0,1,0,0,735
28,District of Columbia,0,11,7,2,735
10,Florida,0,380,521,652,735
13,Georgia,0,225,268,296,735
21,Hawaii,0,5,1,0,735
48,Idaho,0,1,0,0,735
1,Illinois,0,140,178,232,735
22,Indiana,0,130,162,185,735
34,Iowa,0,18,16,13,735
29,Kansas,0,19,16,13,735
23,Kentucky,0,78,75,72,735
35,Louisiana,0,252,330.5,422.5,735
46,Maine,0,1,0,0,735
18,Maryland,0,149,194,244,735
4,Massachusetts,0,13,10,6,735
37,Michigan,0,68,117,225,735
24,Minnesota,0,49,47,43,735
41,Mississippi,0,218,272.5,323.5,735
30,Missouri,0,62.5,59,55,735
49,Montana,0,6,2,0,735
7,Nebraska,0,17,27,46,735
19,Nevada,0,10,7,2,735
14,New Hampshire,0,1,0,0,735
16,New Jersey,0,115,167,230,735
42,New Mexico,0,72,88,115,735
11,New York,0,169,262,379,735
15,North Carolina,0,290,372,478,735
43,North Dakota,0,1,0,0,735
36,Ohio,0,129,129,122,735
25,Oklahoma,0,60,59,55,735
9,Oregon,0,6,2,0,735
26,Pennsylvania,0,246,319,398,735
50,Puerto Rico,0,97.5,123,149,735
12,Rhode Island,0,1,0,0,735
27,South Carolina,0,214,278.5,353.5,735
38,South Dakota,0,6,5,5,735
20,Tennessee,0,166,209,251,735
6,Texas,0,834,858,802,735
8,Utah,0,12,8.5,5,735
31,Vermont,0,1,0,0,735
51,Virgin Islands,0,1,0,0,735
32,Virginia,0,252.5,323,397.5,735
0,Washington,0,45,62,87,735
53,West Virginia,0,74,68.5,62,735
5,Wisconsin,0,19,17,13,735
44,Wyoming,0,5,2,0,735
US,US,0,5636.5,7036,8629,735
