id,State,418,424,431,438,445
6,Texas,0,412.326,401.087,389.576,379.516
8,Utah,0,3.839,3.684,3.52,379.516
US,US,0,2235.047,2250.758,2245.007,379.516
50,Puerto Rico,0,51.242,46.629,44.217,379.516
41,Mississippi,0,100.326,116.636,135.782,379.516
30,Missouri,0,21.978,20.798,20.356,379.516
47,Alabama,0,202.116,304.885,464.157,379.516
21,Hawaii,0,3.932,3.726,3.685,379.516
1,Illinois,0,39.003,40.954,41.17,379.516
48,Idaho,0,1.483,1.833,2.072,379.516
45,Alaska,0,2.509,2.338,2.383,379.516
2,California,0,124.179,128.242,130.725,379.516
10,Florida,0,142.028,148.14,151.139,379.516
13,Georgia,0,132.999,143.97,156.858,379.516
36,Ohio,0,38.008,38.465,37.595,379.516
28,District of Columbia,0,3.018,2.633,2.437,379.516
39,Arkansas,0,44.688,41.522,39.222,379.516
3,Arizona,0,25.497,26.278,26.65,379.516
40,Delaware,0,2.054,3.177,3.409,379.516
43,North Dakota,0,1.235,1.292,1.363,379.516
42,New Mexico,0,31.232,29.948,30.47,379.516
23,Kentucky,0,12.947,14.04,14.879,379.516
33,Connecticut,0,11.995,13.134,14.22,379.516
17,Colorado,0,17.751,21.412,24.349,379.516
29,Kansas,0,5.488,4.826,4.563,379.516
16,New Jersey,0,31.877,32.484,33.231,379.516
35,Louisiana,0,92.287,97.068,101.324,379.516
11,New York,0,43.942,46.27,48.83,379.516
15,North Carolina,0,65.638,56.95,50.914,379.516
46,Maine,0,1.654,2.395,3.09,379.516
24,Minnesota,0,9.64,9.159,8.795,379.516
14,New Hampshire,0,1.542,2.061,2.394,379.516
19,Nevada,0,15.104,17.82,19.881,379.516
37,Michigan,0,12.563,11.716,11.464,379.516
22,Indiana,0,73.1,71.035,69.71,379.516
49,Montana,0,0.48,0.579,0.838,379.516
18,Maryland,0,41.04,39.692,38.035,379.516
4,Massachusetts,0,7.722,9.864,12.17,379.516
7,Nebraska,0,7.841,7.639,7.202,379.516
34,Iowa,0,6.828,6.275,5.591,379.516
44,Wyoming,0,2.683,2.733,2.609,379.516
26,Pennsylvania,0,92.871,91.911,92.475,379.516
9,Oregon,0,7.051,7.602,8.184,379.516
5,Wisconsin,0,5.071,4.825,4.043,379.516
53,West Virginia,0,17.433,16.324,15.804,379.516
25,Oklahoma,0,34.249,33.632,33.134,379.516
12,Rhode Island,0,1.951,1.979,2.013,379.516
31,Vermont,0,0.668,1.085,1.304,379.516
32,Virginia,0,77.518,72.719,69.854,379.516
27,South Carolina,0,67.974,66.294,65.096,379.516
0,Washington,0,18.644,19.803,20.66,379.516
20,Tennessee,0,76.918,73.986,71.962,379.516
38,South Dakota,0,9.293,7.668,6.756,379.516
