id,State,dummy,263,270,277,284
28,District of Columbia,0,2,2,2,2
50,Puerto Rico,0,16,14,13,12
51,Virgin Islands,0,0,0,0,0
10,Florida,0,70,68,65,64
47,Alabama,0,19,18,18,18
45,Alaska,0,2,2,2,2
39,Arkansas,0,16,14,13,11
3,Arizona,0,97,82,67,55
2,California,0,65,57,50,44
17,Colorado,0,51,37,28,21
33,Connecticut,0,54,55,55,55
40,Delaware,0,13,14,14,15
13,Georgia,0,22,21,21,22
21,Hawaii,0,6,6,5,5
34,Iowa,0,9,6,5,3
48,Idaho,0,14,13,12,10
1,Illinois,0,26,19,15,12
22,Indiana,0,16,12,9,7
29,Kansas,0,6,5,5,4
23,Kentucky,0,23,17,12,9
35,Louisiana,0,8,7,6,5
4,Massachusetts,0,52,35,25,19
18,Maryland,0,10,8,6,5
46,Maine,0,25,27,27,28
37,Michigan,0,38,32,28,25
24,Minnesota,0,8,6,5,4
30,Missouri,0,16,13,11,10
41,Mississippi,0,11,10,9,8
49,Montana,0,11,10,9,9
15,North Carolina,0,28,26,24,22
43,North Dakota,0,2,1,1,1
7,Nebraska,0,3,2,2,2
14,New Hampshire,0,19,19,19,19
16,New Jersey,0,35,27,21,17
42,New Mexico,0,51,50,48,46
19,Nevada,0,13,9,7,6
11,New York,0,100,92,83,75
36,Ohio,0,25,20,16,14
25,Oklahoma,0,24,18,14,12
9,Oregon,0,24,23,22,21
26,Pennsylvania,0,53,46,41,36
12,Rhode Island,0,8,8,8,8
27,South Carolina,0,13,11,9,8
38,South Dakota,0,2,2,1,1
20,Tennessee,0,26,23,20,18
6,Texas,0,101,86,75,66
8,Utah,0,10,9,8,7
32,Virginia,0,35,33,31,30
31,Vermont,0,6,5,5,4
0,Washington,0,44,44,43,42
5,Wisconsin,0,33,30,28,26
53,West Virginia,0,29,27,26,25
44,Wyoming,0,2,2,2,1
US,US,0,960,883,819,767
